Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
419,Exit long,2025-10-16 00:32,Close entry(s) order Long,110631.79,0.009024,999.9973574,-5.65,-0.56,0,0.00,-3.92,-0.39,-1680.61,-16.81
419,Entry long,2025-10-16 00:23,Long,110815.31,0.009024,999.9973574,-5.65,-0.56,0,0.00,-3.92,-0.39,-1680.61,-16.81
420,Exit long,2025-10-16 02:40,Close entry(s) order Long,111376.17,0.009036,999.9201456,2.46,0.25,6.71,0.67,-2.11,-0.21,-1678.15,-16.78
420,Entry long,2025-10-16 01:03,Long,110659.6,0.009036,999.9201456,2.46,0.25,6.71,0.67,-2.11,-0.21,-1678.15,-16.78
421,Exit long,2025-10-16 03:36,Close entry(s) order Long,111559.63,0.008965,999.9195228,-3.79,-0.38,1.42,0.14,-2.48,-0.25,-1681.94,-16.82
421,Entry long,2025-10-16 02:48,Long,111535.92,0.008965,999.9195228,-3.79,-0.38,1.42,0.14,-2.48,-0.25,-1681.94,-16.82
422,Exit long,2025-10-16 03:47,Close entry(s) order Long,111634.48,0.008951,999.9278463,-4.69,-0.47,0,0.00,-3.13,-0.31,-1686.62,-16.87
422,Entry long,2025-10-16 03:42,Long,111711.3,0.008951,999.9278463,-4.69,-0.47,0,0.00,-3.13,-0.31,-1686.62,-16.87
423,Exit long,2025-10-16 04:32,Close entry(s) order Long,111612.36,0.008956,999.914204,-4.31,-0.43,0,0.00,-2.49,-0.25,-1690.94,-16.91
423,Entry long,2025-10-16 04:13,Long,111647.41,0.008956,999.914204,-4.31,-0.43,0,0.00,-2.49,-0.25,-1690.94,-16.91
424,Exit long,2025-10-16 05:17,Close entry(s) order Long,111067.03,0.008991,999.8998992,-5.29,-0.53,0,0.00,-3.43,-0.34,-1696.23,-16.96
424,Entry long,2025-10-16 05:15,Long,111211.2,0.008991,999.8998992,-5.29,-0.53,0,0.00,-3.43,-0.34,-1696.23,-16.96
425,Exit long,2025-10-16 05:51,Close entry(s) order Long,111069.2,0.008998,999.8895229,-4.49,-0.45,1.82,0.18,-2.71,-0.27,-1700.72,-17.01
425,Entry long,2025-10-16 05:22,Long,111123.53,0.008998,999.8895229,-4.49,-0.45,1.82,0.18,-2.71,-0.27,-1700.72,-17.01
426,Exit long,2025-10-16 07:09,Close entry(s) order Long,111526.2,0.008996,999.9988684,-0.72,-0.07,4.1,0.41,-2.22,-0.22,-1701.43,-17.01
426,Entry long,2025-10-16 06:24,Long,111160.39,0.008996,999.9988684,-0.72,-0.07,4.1,0.41,-2.22,-0.22,-1701.43,-17.01
427,Exit long,2025-10-16 08:25,Close entry(s) order Long,110649.68,0.00903,999.927117,-4.76,-0.47,0,0.00,-3,-0.30,-1706.19,-17.06
427,Entry long,2025-10-16 08:20,Long,110733.9,0.00903,999.927117,-4.76,-0.47,0,0.00,-3,-0.30,-1706.19,-17.06
428,Exit long,2025-10-16 08:38,Close entry(s) order Long,110623.69,0.009027,999.9604185,-5.36,-0.53,0,0.00,-3.62,-0.36,-1711.55,-17.12
428,Entry long,2025-10-16 08:34,Long,110774.39,0.009027,999.9604185,-5.36,-0.53,0,0.00,-3.62,-0.36,-1711.55,-17.12
429,Exit long,2025-10-16 09:26,Close entry(s) order Long,110836.25,0.009032,999.9154689,-2.84,-0.28,1.01,0.10,-2,-0.20,-1714.39,-17.14
429,Entry long,2025-10-16 08:40,Long,110708.09,0.009032,999.9154689,-2.84,-0.28,1.01,0.10,-2,-0.20,-1714.39,-17.14
430,Exit long,2025-10-16 10:37,Close entry(s) order Long,111362.54,0.008975,999.9982695,-4.52,-0.45,1.28,0.13,-4.87,-0.49,-1718.91,-17.19
430,Entry long,2025-10-16 09:46,Long,111420.42,0.008975,999.9982695,-4.52,-0.45,1.28,0.13,-4.87,-0.49,-1718.91,-17.19
431,Exit long,2025-10-16 11:07,Close entry(s) order Long,111413.68,0.008966,999.9142317,-4.98,-0.50,0,0.00,-3.1,-0.31,-1723.89,-17.24
431,Entry long,2025-10-16 10:41,Long,111522.89,0.008966,999.9142317,-4.98,-0.50,0,0.00,-3.1,-0.31,-1723.89,-17.24
432,Exit long,2025-10-16 12:25,Close entry(s) order Long,111432.72,0.00898,999.9202162,-3.26,-0.32,4.34,0.43,-2.07,-0.21,-1727.15,-17.27
432,Entry long,2025-10-16 11:55,Long,111349.69,0.00898,999.9202162,-3.26,-0.32,4.34,0.43,-2.07,-0.21,-1727.15,-17.27
433,Exit long,2025-10-16 12:49,Close entry(s) order Long,111542.77,0.008952,999.9500376,-5.42,-0.54,0,0.00,-4.1,-0.41,-1732.56,-17.33
433,Entry long,2025-10-16 12:38,Long,111701.3,0.008952,999.9500376,-5.42,-0.54,0,0.00,-4.1,-0.41,-1732.56,-17.33
434,Exit long,2025-10-16 13:03,Close entry(s) order Long,111399.93,0.008957,999.93449,-6.12,-0.61,0,0.00,-4.13,-0.41,-1738.68,-17.39
434,Entry long,2025-10-16 12:51,Long,111637.21,0.008957,999.93449,-6.12,-0.61,0,0.00,-4.13,-0.41,-1738.68,-17.39
435,Exit long,2025-10-16 13:49,Close entry(s) order Long,111179.36,0.008977,999.9198422,-5.86,-0.58,0,0.00,-4.19,-0.42,-1744.54,-17.45
435,Entry long,2025-10-16 13:35,Long,111386.86,0.008977,999.9198422,-5.86,-0.58,0,0.00,-4.19,-0.42,-1744.54,-17.45
436,Exit long,2025-10-16 14:58,Close entry(s) order Long,110662.13,0.009046,999.9277431,-2.88,-0.29,6.65,0.66,-2.88,-0.29,-1747.42,-17.47
436,Entry long,2025-10-16 14:35,Long,110538.11,0.009046,999.9277431,-2.88,-0.29,6.65,0.66,-2.88,-0.29,-1747.42,-17.47
437,Exit long,2025-10-16 17:12,Close entry(s) order Long,108490.33,0.00922,999.8985814,-3.62,-0.36,6.38,0.64,-2.48,-0.25,-1751.04,-17.51
437,Entry long,2025-10-16 16:48,Long,108448.87,0.00922,999.8985814,-3.62,-0.36,6.38,0.64,-2.48,-0.25,-1751.04,-17.51
438,Exit long,2025-10-16 17:26,Close entry(s) order Long,108668.25,0.009179,999.9396072,-6.47,-0.65,0.67,0.07,-5.39,-0.54,-1757.51,-17.58
438,Entry long,2025-10-16 17:16,Long,108937.75,0.009179,999.9396072,-6.47,-0.65,0.67,0.07,-5.39,-0.54,-1757.51,-17.58
439,Exit long,2025-10-16 17:41,Close entry(s) order Long,108649.48,0.009183,999.928238,-6.2,-0.62,0,0.00,-4.81,-0.48,-1763.7,-17.64
439,Entry long,2025-10-16 17:27,Long,108889.06,0.009183,999.928238,-6.2,-0.62,0,0.00,-4.81,-0.48,-1763.7,-17.64
440,Exit long,2025-10-16 19:09,Close entry(s) order Long,108414.57,0.009223,999.9569222,-4.05,-0.40,1.76,0.18,-4.21,-0.42,-1767.75,-17.68
440,Entry long,2025-10-16 18:35,Long,108419.92,0.009223,999.9569222,-4.05,-0.40,1.76,0.18,-4.21,-0.42,-1767.75,-17.68
441,Exit long,2025-10-16 20:13,Close entry(s) order Long,108077.43,0.009234,999.9776543,-5.99,-0.60,0.91,0.09,-3.99,-0.40,-1773.74,-17.74
441,Entry long,2025-10-16 19:49,Long,108293.01,0.009234,999.9776543,-5.99,-0.60,0.91,0.09,-3.99,-0.40,-1773.74,-17.74
442,Exit long,2025-10-16 21:09,Close entry(s) order Long,107716.09,0.009266,999.9109241,-5.81,-0.58,0,0.00,-4.63,-0.46,-1779.55,-17.80
442,Entry long,2025-10-16 21:04,Long,107911.82,0.009266,999.9109241,-5.81,-0.58,0,0.00,-4.63,-0.46,-1779.55,-17.80
443,Exit long,2025-10-16 22:09,Close entry(s) order Long,108310.55,0.009262,999.9356156,-0.77,-0.08,3.52,0.35,-2.69,-0.27,-1780.32,-17.80
443,Entry long,2025-10-16 21:12,Long,107961.09,0.009262,999.9356156,-0.77,-0.08,3.52,0.35,-2.69,-0.27,-1780.32,-17.80
444,Exit long,2025-10-16 23:39,Close entry(s) order Long,108051.56,0.009255,999.999048,-3.98,-0.40,2.07,0.21,-2.31,-0.23,-1784.3,-17.84
444,Entry long,2025-10-16 23:10,Long,108049.6,0.009255,999.999048,-3.98,-0.40,2.07,0.21,-2.31,-0.23,-1784.3,-17.84
445,Exit long,2025-10-17 00:02,Close entry(s) order Long,108102.67,0.009242,999.9807956,-4.89,-0.49,0,0.00,-3.37,-0.34,-1789.19,-17.89
445,Entry long,2025-10-16 23:58,Long,108199.61,0.009242,999.9807956,-4.89,-0.49,0,0.00,-3.37,-0.34,-1789.19,-17.89
446,Exit long,2025-10-17 01:24,Close entry(s) order Long,108904.62,0.009238,999.9925297,2.06,0.21,6.49,0.65,-2.62,-0.26,-1787.14,-17.87
446,Entry long,2025-10-17 00:11,Long,108247.73,0.009238,999.9925297,2.06,0.21,6.49,0.65,-2.62,-0.26,-1787.14,-17.87
447,Exit long,2025-10-17 02:06,Close entry(s) order Long,108681.21,0.009187,999.973163,-5.52,-0.55,0,0.00,-3.81,-0.38,-1792.65,-17.93
447,Entry long,2025-10-17 02:03,Long,108846.54,0.009187,999.973163,-5.52,-0.55,0,0.00,-3.81,-0.38,-1792.65,-17.93
448,Exit long,2025-10-17 03:41,Close entry(s) order Long,109045.92,0.009196,999.9442565,-1.16,-0.12,2.1,0.21,-2.82,-0.28,-1793.82,-17.94
448,Entry long,2025-10-17 02:36,Long,108736.87,0.009196,999.9442565,-1.16,-0.12,2.1,0.21,-2.82,-0.28,-1793.82,-17.94
449,Exit long,2025-10-17 04:12,Close entry(s) order Long,109125,0.009163,999.924745,-4.01,-0.40,0,0.00,-2.54,-0.25,-1797.83,-17.98
449,Entry long,2025-10-17 03:49,Long,109126.35,0.009163,999.924745,-4.01,-0.40,0,0.00,-2.54,-0.25,-1797.83,-17.98
450,Exit long,2025-10-17 05:32,Close entry(s) order Long,108858.5,0.009182,999.8923458,-4.35,-0.43,0,0.00,-3.27,-0.33,-1802.18,-18.02
450,Entry long,2025-10-17 05:29,Long,108897.01,0.009182,999.8923458,-4.35,-0.43,0,0.00,-3.27,-0.33,-1802.18,-18.02
451,Exit long,2025-10-17 08:43,Close entry(s) order Long,104976.83,0.00949,999.9782871,-7.74,-0.77,1.43,0.14,-6.45,-0.64,-1809.92,-18.10
451,Entry long,2025-10-17 08:32,Long,105371.79,0.00949,999.9782871,-7.74,-0.77,1.43,0.14,-6.45,-0.64,-1809.92,-18.10
452,Exit long,2025-10-17 09:24,Close entry(s) order Long,104953.49,0.009504,999.8973072,-6.41,-0.64,0,0.00,-4.54,-0.45,-1816.34,-18.16
452,Entry long,2025-10-17 09:06,Long,105208.05,0.009504,999.8973072,-6.41,-0.64,0,0.00,-4.54,-0.45,-1816.34,-18.16
453,Exit long,2025-10-17 09:46,Close entry(s) order Long,105230.82,0.009499,999.9296182,-4.34,-0.43,1.76,0.18,-3.64,-0.36,-1820.68,-18.21
453,Entry long,2025-10-17 09:31,Long,105266.83,0.009499,999.9296182,-4.34,-0.43,1.76,0.18,-3.64,-0.36,-1820.68,-18.21
454,Exit long,2025-10-17 11:46,Close entry(s) order Long,105835.36,0.00957,999.9613569,8.86,0.88,27.05,2.70,-4.5,-0.45,-1811.82,-18.12
454,Entry long,2025-10-17 10:38,Long,104489.17,0.00957,999.9613569,8.86,0.88,27.05,2.70,-4.5,-0.45,-1811.82,-18.12
455,Exit long,2025-10-17 12:13,Close entry(s) order Long,105852.87,0.009423,999.8940356,-6.44,-0.64,0,0.00,-5.85,-0.58,-1818.26,-18.18
455,Entry long,2025-10-17 12:07,Long,106112.07,0.009423,999.8940356,-6.44,-0.64,0,0.00,-5.85,-0.58,-1818.26,-18.18
456,Exit long,2025-10-17 12:27,Close entry(s) order Long,105715.38,0.009439,999.9590705,-6.11,-0.61,0.12,0.01,-4.59,-0.46,-1824.36,-18.24
456,Entry long,2025-10-17 12:20,Long,105939.09,0.009439,999.9590705,-6.11,-0.61,0.12,0.01,-4.59,-0.46,-1824.36,-18.24
457,Exit long,2025-10-17 13:45,Close entry(s) order Long,105469.83,0.009466,999.9981793,-5.62,-0.56,3.04,0.30,-5.44,-0.54,-1829.98,-18.30
457,Entry long,2025-10-17 13:23,Long,105641.05,0.009466,999.9981793,-5.62,-0.56,3.04,0.30,-5.44,-0.54,-1829.98,-18.30
458,Exit long,2025-10-17 14:07,Close entry(s) order Long,105575.28,0.009435,999.9847976,-7.87,-0.79,0.52,0.05,-6.39,-0.64,-1837.86,-18.38
458,Entry long,2025-10-17 13:53,Long,105986.73,0.009435,999.9847976,-7.87,-0.79,0.52,0.05,-6.39,-0.64,-1837.86,-18.38
459,Exit long,2025-10-17 15:00,Close entry(s) order Long,105221.04,0.009462,999.9764254,-8.37,-0.83,0,0.00,-7.07,-0.71,-1846.22,-18.46
459,Entry long,2025-10-17 14:46,Long,105683.41,0.009462,999.9764254,-8.37,-0.83,0,0.00,-7.07,-0.71,-1846.22,-18.46
460,Exit long,2025-10-17 16:28,Close entry(s) order Long,106832.51,0.00948,999.9324828,8.81,0.88,18.55,1.85,-2.34,-0.23,-1837.41,-18.37
460,Entry long,2025-10-17 15:03,Long,105478.11,0.00948,999.9324828,8.81,0.88,18.55,1.85,-2.34,-0.23,-1837.41,-18.37
461,Exit long,2025-10-17 17:19,Close entry(s) order Long,106436.91,0.00937,999.9660252,-6.65,-0.66,0,0.00,-4.65,-0.46,-1844.05,-18.44
461,Entry long,2025-10-17 17:13,Long,106719.96,0.00937,999.9660252,-6.65,-0.66,0,0.00,-4.65,-0.46,-1844.05,-18.44
462,Exit long,2025-10-17 17:41,Close entry(s) order Long,106442.52,0.009386,999.9910102,-4.92,-0.49,0,0.00,-3.48,-0.35,-1848.97,-18.49
462,Entry long,2025-10-17 17:38,Long,106540.7,0.009386,999.9910102,-4.92,-0.49,0,0.00,-3.48,-0.35,-1848.97,-18.49
463,Exit long,2025-10-17 18:45,Close entry(s) order Long,106851.92,0.009383,999.9123435,-1.33,-0.13,3.97,0.40,-3.35,-0.33,-1850.3,-18.50
463,Entry long,2025-10-17 17:54,Long,106566.38,0.009383,999.9123435,-1.33,-0.13,3.97,0.40,-3.35,-0.33,-1850.3,-18.50
464,Exit long,2025-10-17 19:22,Close entry(s) order Long,106764.63,0.009352,999.934544,-5.47,-0.55,0,0.00,-3.55,-0.35,-1855.77,-18.56
464,Entry long,2025-10-17 19:05,Long,106922,0.009352,999.934544,-5.47,-0.55,0,0.00,-3.55,-0.35,-1855.77,-18.56
465,Exit long,2025-10-17 20:00,Close entry(s) order Long,106548.79,0.009377,999.9648741,-4.86,-0.48,0,0.00,-2.96,-0.30,-1860.62,-18.61
465,Entry long,2025-10-17 19:53,Long,106640.17,0.009377,999.9648741,-4.86,-0.48,0,0.00,-2.96,-0.30,-1860.62,-18.61
466,Exit long,2025-10-17 21:41,Close entry(s) order Long,107334.34,0.009375,999.9324375,2.31,0.23,6.11,0.61,-2.59,-0.26,-1858.31,-18.58
466,Entry long,2025-10-17 20:13,Long,106659.46,0.009375,999.9324375,2.31,0.23,6.11,0.61,-2.59,-0.26,-1858.31,-18.58
467,Exit long,2025-10-17 21:49,Close entry(s) order Long,107325.01,0.009309,999.9960525,-4.91,-0.49,0,0.00,-2.92,-0.29,-1863.21,-18.63
467,Entry long,2025-10-17 21:47,Long,107422.5,0.009309,999.9960525,-4.91,-0.49,0,0.00,-2.92,-0.29,-1863.21,-18.63
468,Exit long,2025-10-17 22:10,Close entry(s) order Long,107350.66,0.009303,999.9889591,-5.3,-0.53,0,0.00,-3.51,-0.35,-1868.52,-18.69
468,Entry long,2025-10-17 21:55,Long,107491.02,0.009303,999.9889591,-5.3,-0.53,0,0.00,-3.51,-0.35,-1868.52,-18.69
469,Exit long,2025-10-18 01:48,Close entry(s) order Long,107153.97,0.009372,999.8968056,0.34,0.03,4.67,0.47,-2.23,-0.22,-1868.18,-18.68
469,Entry long,2025-10-18 00:21,Long,106689.8,0.009372,999.8968056,0.34,0.03,4.67,0.47,-2.23,-0.22,-1868.18,-18.68
470,Exit long,2025-10-18 02:12,Close entry(s) order Long,107059.23,0.009321,999.893404,-5.99,-0.60,0,0.00,-4.52,-0.45,-1874.17,-18.74
470,Entry long,2025-10-18 01:59,Long,107273.19,0.009321,999.893404,-5.99,-0.60,0,0.00,-4.52,-0.45,-1874.17,-18.74
471,Exit long,2025-10-18 02:35,Close entry(s) order Long,106867.64,0.009334,999.8968161,-6.39,-0.64,0,0.00,-4.77,-0.48,-1880.55,-18.81
471,Entry long,2025-10-18 02:33,Long,107124.15,0.009334,999.8968161,-6.39,-0.64,0,0.00,-4.77,-0.48,-1880.55,-18.81
472,Exit long,2025-10-18 04:01,Close entry(s) order Long,106922.07,0.009363,999.9979871,-2.89,-0.29,1.96,0.20,-2.29,-0.23,-1883.44,-18.83
472,Entry long,2025-10-18 03:09,Long,106803.16,0.009363,999.9979871,-2.89,-0.29,1.96,0.20,-2.29,-0.23,-1883.44,-18.83
473,Exit long,2025-10-18 05:32,Close entry(s) order Long,106608.25,0.009373,999.9913105,-4.75,-0.47,0,0.00,-2.75,-0.27,-1888.19,-18.88
473,Entry long,2025-10-18 05:05,Long,106688.5,0.009373,999.9913105,-4.75,-0.47,0,0.00,-2.75,-0.27,-1888.19,-18.88
474,Exit long,2025-10-18 06:36,Close entry(s) order Long,106940.72,0.009367,999.9162906,-2.21,-0.22,0.78,0.08,-2,-0.20,-1890.4,-18.90
474,Entry long,2025-10-18 05:40,Long,106748.83,0.009367,999.9162906,-2.21,-0.22,0.78,0.08,-2,-0.20,-1890.4,-18.90
475,Exit long,2025-10-18 07:25,Close entry(s) order Long,107188.29,0.009346,999.963681,-2.19,-0.22,4.07,0.41,-2.12,-0.21,-1892.59,-18.93
475,Entry long,2025-10-18 06:48,Long,106993.76,0.009346,999.963681,-2.19,-0.22,4.07,0.41,-2.12,-0.21,-1892.59,-18.93
476,Exit long,2025-10-18 07:36,Close entry(s) order Long,107234.06,0.009321,999.893404,-4.36,-0.44,0,0.00,-2.36,-0.24,-1896.95,-18.97
476,Entry long,2025-10-18 07:35,Long,107273.19,0.009321,999.893404,-4.36,-0.44,0,0.00,-2.36,-0.24,-1896.95,-18.97
477,Exit long,2025-10-18 07:55,Close entry(s) order Long,107103.47,0.009313,999.9961338,-6.54,-0.65,0,0.00,-4.54,-0.45,-1903.49,-19.03
477,Entry long,2025-10-18 07:39,Long,107376.37,0.009313,999.9961338,-6.54,-0.65,0,0.00,-4.54,-0.45,-1903.49,-19.03
478,Exit long,2025-10-18 08:51,Close entry(s) order Long,106999.57,0.009343,999.9716667,-4.27,-0.43,0,0.00,-2.98,-0.30,-1907.76,-19.08
478,Entry long,2025-10-18 08:50,Long,107028.97,0.009343,999.9716667,-4.27,-0.43,0,0.00,-2.98,-0.30,-1907.76,-19.08
479,Exit long,2025-10-18 09:01,Close entry(s) order Long,106886.48,0.009344,999.975351,-5.23,-0.52,0,0.00,-3.23,-0.32,-1912.99,-19.13
479,Entry long,2025-10-18 08:56,Long,107017.91,0.009344,999.975351,-5.23,-0.52,0,0.00,-3.23,-0.32,-1912.99,-19.13
480,Exit long,2025-10-18 10:16,Close entry(s) order Long,107055.49,0.009344,999.9298458,-3.6,-0.36,0,0.00,-2.16,-0.22,-1916.59,-19.17
480,Entry long,2025-10-18 09:19,Long,107013.04,0.009344,999.9298458,-3.6,-0.36,0,0.00,-2.16,-0.22,-1916.59,-19.17
481,Exit long,2025-10-18 10:52,Close entry(s) order Long,107206.96,0.009328,999.9088035,-3.88,-0.39,0,0.00,-2.55,-0.25,-1920.47,-19.20
481,Entry long,2025-10-18 10:28,Long,107194.34,0.009328,999.9088035,-3.88,-0.39,0,0.00,-2.55,-0.25,-1920.47,-19.20
482,Exit long,2025-10-18 12:28,Close entry(s) order Long,107387.32,0.009328,999.9527384,-2.25,-0.22,1.65,0.16,-2.6,-0.26,-1922.72,-19.23
482,Entry long,2025-10-18 11:16,Long,107199.05,0.009328,999.9527384,-2.25,-0.22,1.65,0.16,-2.6,-0.26,-1922.72,-19.23
483,Exit long,2025-10-18 13:01,Close entry(s) order Long,107256.38,0.009316,999.9622986,-4.76,-0.48,0,0.00,-2.77,-0.28,-1927.48,-19.27
483,Entry long,2025-10-18 12:58,Long,107338.16,0.009316,999.9622986,-4.76,-0.48,0,0.00,-2.77,-0.28,-1927.48,-19.27
484,Exit long,2025-10-18 13:18,Close entry(s) order Long,107246.85,0.009319,999.9281409,-4.49,-0.45,0,0.00,-2.49,-0.25,-1931.97,-19.32
484,Entry long,2025-10-18 13:15,Long,107299.94,0.009319,999.9281409,-4.49,-0.45,0,0.00,-2.49,-0.25,-1931.97,-19.32
485,Exit long,2025-10-18 13:31,Close entry(s) order Long,107217.79,0.009315,999.9292941,-5.19,-0.52,0,0.00,-3.32,-0.33,-1937.16,-19.37
485,Entry long,2025-10-18 13:25,Long,107346.14,0.009315,999.9292941,-5.19,-0.52,0,0.00,-3.32,-0.33,-1937.16,-19.37
486,Exit long,2025-10-18 14:04,Close entry(s) order Long,107109.02,0.009326,999.9374504,-5.04,-0.50,0,0.00,-3.19,-0.32,-1942.2,-19.42
486,Entry long,2025-10-18 14:01,Long,107220.4,0.009326,999.9374504,-5.04,-0.50,0,0.00,-3.19,-0.32,-1942.2,-19.42
487,Exit long,2025-10-18 15:23,Close entry(s) order Long,107299.24,0.009326,999.9308289,-3.26,-0.33,0,0.00,-3,-0.30,-1945.46,-19.45
487,Entry long,2025-10-18 14:20,Long,107219.69,0.009326,999.9308289,-3.26,-0.33,0,0.00,-3,-0.30,-1945.46,-19.45
488,Exit long,2025-10-18 16:08,Close entry(s) order Long,107131.77,0.009328,999.935948,-4.61,-0.46,0,0.00,-2.76,-0.28,-1950.07,-19.50
488,Entry long,2025-10-18 15:55,Long,107197.25,0.009328,999.935948,-4.61,-0.46,0,0.00,-2.76,-0.28,-1950.07,-19.50
489,Exit long,2025-10-18 16:59,Close entry(s) order Long,106838.75,0.009355,999.9430401,-4.47,-0.45,0,0.00,-2.47,-0.25,-1954.54,-19.55
489,Entry long,2025-10-18 16:57,Long,106888.62,0.009355,999.9430401,-4.47,-0.45,0,0.00,-2.47,-0.25,-1954.54,-19.55
490,Exit long,2025-10-18 18:07,Close entry(s) order Long,106945.91,0.009355,999.9659599,-3.49,-0.35,0.02,0.00,-2,-0.20,-1958.02,-19.58
490,Entry long,2025-10-18 17:14,Long,106891.07,0.009355,999.9659599,-3.49,-0.35,0.02,0.00,-2,-0.20,-1958.02,-19.58
491,Exit long,2025-10-18 19:05,Close entry(s) order Long,106994.15,0.009345,999.8966838,-4.04,-0.40,0,0.00,-2.43,-0.24,-1962.06,-19.62
491,Entry long,2025-10-18 18:32,Long,106998.04,0.009345,999.8966838,-4.04,-0.40,0,0.00,-2.43,-0.24,-1962.06,-19.62
492,Exit long,2025-10-18 20:16,Close entry(s) order Long,107165.3,0.009344,999.9325555,-2.58,-0.26,1.74,0.17,-2.19,-0.22,-1964.64,-19.65
492,Entry long,2025-10-18 19:11,Long,107013.33,0.009344,999.9325555,-2.58,-0.26,1.74,0.17,-2.19,-0.22,-1964.64,-19.65
493,Exit long,2025-10-18 20:43,Close entry(s) order Long,107326.69,0.009319,999.9450082,-3.77,-0.38,0,0.00,-2.26,-0.23,-1968.41,-19.68
493,Entry long,2025-10-18 20:21,Long,107301.75,0.009319,999.9450082,-3.77,-0.38,0,0.00,-2.26,-0.23,-1968.41,-19.68
494,Exit long,2025-10-18 20:48,Close entry(s) order Long,107270.29,0.009316,999.9366796,-4.61,-0.46,0,0.00,-2.61,-0.26,-1973.01,-19.73
494,Entry long,2025-10-18 20:45,Long,107335.41,0.009316,999.9366796,-4.61,-0.46,0,0.00,-2.61,-0.26,-1973.01,-19.73
495,Exit long,2025-10-18 22:15,Close entry(s) order Long,107272.9,0.009329,999.8960269,-3.15,-0.31,0,0.00,-2.05,-0.20,-1976.16,-19.76
495,Entry long,2025-10-18 21:25,Long,107181.48,0.009329,999.8960269,-3.15,-0.31,0,0.00,-2.05,-0.20,-1976.16,-19.76
496,Exit long,2025-10-18 22:43,Close entry(s) order Long,107322.86,0.009316,999.9952772,-4.18,-0.42,0,0.00,-2.35,-0.23,-1980.34,-19.80
496,Entry long,2025-10-18 22:22,Long,107341.7,0.009316,999.9952772,-4.18,-0.42,0,0.00,-2.35,-0.23,-1980.34,-19.80
497,Exit long,2025-10-18 23:11,Close entry(s) order Long,107225.57,0.009316,999.9268046,-5.01,-0.50,0,0.00,-3.01,-0.30,-1985.35,-19.85
497,Entry long,2025-10-18 23:09,Long,107334.35,0.009316,999.9268046,-5.01,-0.50,0,0.00,-3.01,-0.30,-1985.35,-19.85
498,Exit long,2025-10-19 00:14,Close entry(s) order Long,107250.26,0.009321,999.9168929,-4.24,-0.42,0,0.00,-3.03,-0.30,-1989.59,-19.90
498,Entry long,2025-10-18 23:34,Long,107275.71,0.009321,999.9168929,-4.24,-0.42,0,0.00,-3.03,-0.30,-1989.59,-19.90
499,Exit long,2025-10-19 00:29,Close entry(s) order Long,107240.2,0.00932,999.979614,-4.5,-0.45,0,0.00,-2.5,-0.25,-1994.09,-19.94
499,Entry long,2025-10-19 00:26,Long,107293.95,0.00932,999.979614,-4.5,-0.45,0,0.00,-2.5,-0.25,-1994.09,-19.94
500,Exit long,2025-10-19 01:41,Close entry(s) order Long,107059.15,0.009338,999.9728032,-4.25,-0.42,0,0.00,-2.33,-0.23,-1998.34,-19.98
500,Entry long,2025-10-19 01:19,Long,107086.4,0.009338,999.9728032,-4.25,-0.42,0,0.00,-2.33,-0.23,-1998.34,-19.98
501,Exit long,2025-10-19 02:06,Close entry(s) order Long,107056.31,0.009337,999.9121217,-4.33,-0.43,0,0.00,-2.33,-0.23,-2002.67,-20.03
501,Entry long,2025-10-19 01:47,Long,107091.37,0.009337,999.9121217,-4.33,-0.43,0,0.00,-2.33,-0.23,-2002.67,-20.03
502,Exit long,2025-10-19 02:18,Close entry(s) order Long,107071.37,0.009333,999.9904448,-4.69,-0.47,0,0.00,-2.69,-0.27,-2007.36,-20.07
502,Entry long,2025-10-19 02:10,Long,107145.66,0.009333,999.9904448,-4.69,-0.47,0,0.00,-2.69,-0.27,-2007.36,-20.07
503,Exit long,2025-10-19 02:27,Close entry(s) order Long,107055.37,0.009336,999.9327468,-4.46,-0.45,0,0.00,-2.46,-0.25,-2011.82,-20.12
503,Entry long,2025-10-19 02:21,Long,107105.05,0.009336,999.9327468,-4.46,-0.45,0,0.00,-2.46,-0.25,-2011.82,-20.12
504,Exit long,2025-10-19 04:07,Close entry(s) order Long,107276.19,0.009342,999.8969611,-1.73,-0.17,2.35,0.23,-2,-0.20,-2013.55,-20.14
504,Entry long,2025-10-19 03:16,Long,107032.43,0.009342,999.8969611,-1.73,-0.17,2.35,0.23,-2,-0.20,-2013.55,-20.14
505,Exit long,2025-10-19 04:53,Close entry(s) order Long,107223.51,0.00932,999.8930312,-4.57,-0.46,0,0.00,-2.71,-0.27,-2018.12,-20.18
505,Entry long,2025-10-19 04:32,Long,107284.66,0.00932,999.8930312,-4.57,-0.46,0,0.00,-2.71,-0.27,-2018.12,-20.18
506,Exit long,2025-10-19 05:26,Close entry(s) order Long,107162.69,0.009321,999.9290102,-5.06,-0.51,0,0.00,-3.1,-0.31,-2023.18,-20.23
506,Entry long,2025-10-19 05:18,Long,107277.01,0.009321,999.9290102,-5.06,-0.51,0,0.00,-3.1,-0.31,-2023.18,-20.23
507,Exit long,2025-10-19 07:39,Close entry(s) order Long,106933.65,0.009352,999.9102288,-3.87,-0.39,0,0.00,-2.39,-0.24,-2027.05,-20.27
