Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
305,Entry long,2025-10-11 21:20,Long,111851.49,0.00894,999.9523206,1.21,0.12,6,0.60,-2.32,-0.23,-1186.7,-11.87
306,Exit long,2025-10-11 23:03,Close entry(s) order Long,112745.65,0.00887,999.9046334,-3.85,-0.38,0.86,0.09,-2.58,-0.26,-1190.55,-11.91
306,Entry long,2025-10-11 22:28,Long,112728.82,0.00887,999.9046334,-3.85,-0.38,0.86,0.09,-2.58,-0.26,-1190.55,-11.91
307,Exit long,2025-10-12 01:20,Close entry(s) order Long,111585.37,0.008947,999.9877592,-5.63,-0.56,0,0.00,-4.15,-0.41,-1196.18,-11.96
307,Entry long,2025-10-12 01:09,Long,111767.94,0.008947,999.9877592,-5.63,-0.56,0,0.00,-4.15,-0.41,-1196.18,-11.96
308,Exit long,2025-10-12 01:29,Close entry(s) order Long,111693.34,0.008951,999.9623077,-4.19,-0.42,0,0.00,-3.61,-0.36,-1200.38,-12.00
308,Entry long,2025-10-12 01:26,Long,111715.15,0.008951,999.9623077,-4.19,-0.42,0,0.00,-3.61,-0.36,-1200.38,-12.00
309,Exit long,2025-10-12 01:59,Close entry(s) order Long,111768.73,0.008948,999.9349734,-3.83,-0.38,1.31,0.13,-3.19,-0.32,-1204.21,-12.04
309,Entry long,2025-10-12 01:30,Long,111749.55,0.008948,999.9349734,-3.83,-0.38,1.31,0.13,-3.19,-0.32,-1204.21,-12.04
310,Exit long,2025-10-12 02:10,Close entry(s) order Long,111692.97,0.008928,999.9280541,-6.73,-0.67,0,0.00,-4.73,-0.47,-1210.93,-12.11
310,Entry long,2025-10-12 02:04,Long,111999.11,0.008928,999.9280541,-6.73,-0.67,0,0.00,-4.73,-0.47,-1210.93,-12.11
311,Exit long,2025-10-12 02:38,Close entry(s) order Long,111664.8,0.008933,999.9168736,-6.41,-0.64,0.52,0.05,-4.6,-0.46,-1217.34,-12.17
311,Entry long,2025-10-12 02:17,Long,111935.17,0.008933,999.9168736,-6.41,-0.64,0.52,0.05,-4.6,-0.46,-1217.34,-12.17
312,Exit long,2025-10-12 03:50,Close entry(s) order Long,112163.6,0.008952,999.9715224,0.11,0.01,7.82,0.78,-2.81,-0.28,-1217.23,-12.17
312,Entry long,2025-10-12 03:05,Long,111703.7,0.008952,999.9715224,0.11,0.01,7.82,0.78,-2.81,-0.28,-1217.23,-12.17
313,Exit long,2025-10-12 05:02,Close entry(s) order Long,112688.63,0.00891,999.958608,0.09,0.01,7.77,0.78,-2.13,-0.21,-1217.14,-12.17
313,Entry long,2025-10-12 04:09,Long,112228.8,0.00891,999.958608,0.09,0.01,7.77,0.78,-2.13,-0.21,-1217.14,-12.17
314,Exit long,2025-10-12 06:38,Close entry(s) order Long,113035.13,0.00887,999.8874256,-1.27,-0.13,4.51,0.45,-2.53,-0.25,-1218.42,-12.18
314,Entry long,2025-10-12 05:24,Long,112726.88,0.00887,999.8874256,-1.27,-0.13,4.51,0.45,-2.53,-0.25,-1218.42,-12.18
315,Exit long,2025-10-12 06:53,Close entry(s) order Long,113060.92,0.008836,999.9452025,-4.94,-0.49,0,0.00,-3.13,-0.31,-1223.35,-12.23
315,Entry long,2025-10-12 06:49,Long,113167.18,0.008836,999.9452025,-4.94,-0.49,0,0.00,-3.13,-0.31,-1223.35,-12.23
316,Exit long,2025-10-12 07:30,Close entry(s) order Long,112968.53,0.008834,999.9097709,-5.94,-0.59,0,0.00,-4.21,-0.42,-1229.29,-12.29
316,Entry long,2025-10-12 07:21,Long,113188.79,0.008834,999.9097709,-5.94,-0.59,0,0.00,-4.21,-0.42,-1229.29,-12.29
317,Exit long,2025-10-12 07:45,Close entry(s) order Long,112990.73,0.008848,999.9842373,-4.24,-0.42,0,0.00,-2.38,-0.24,-1233.54,-12.34
317,Entry long,2025-10-12 07:43,Long,113018.11,0.008848,999.9842373,-4.24,-0.42,0,0.00,-2.38,-0.24,-1233.54,-12.34
318,Exit long,2025-10-12 07:55,Close entry(s) order Long,112950.69,0.008841,999.9877396,-5.39,-0.54,0,0.00,-3.45,-0.34,-1238.92,-12.39
318,Entry long,2025-10-12 07:48,Long,113107.99,0.008841,999.9877396,-5.39,-0.54,0,0.00,-3.45,-0.34,-1238.92,-12.39
319,Exit long,2025-10-12 08:45,Close entry(s) order Long,113111.3,0.008841,999.8993296,-3.88,-0.39,0.04,0.00,-3,-0.30,-1242.81,-12.43
319,Entry long,2025-10-12 08:04,Long,113097.99,0.008841,999.8993296,-3.88,-0.39,0.04,0.00,-3,-0.30,-1242.81,-12.43
320,Exit long,2025-10-12 09:27,Close entry(s) order Long,112622.01,0.00887,999.9094232,-4.95,-0.49,0,0.00,-3.24,-0.32,-1247.76,-12.48
320,Entry long,2025-10-12 09:25,Long,112729.36,0.00887,999.9094232,-4.95,-0.49,0,0.00,-3.24,-0.32,-1247.76,-12.48
321,Exit long,2025-10-12 10:20,Close entry(s) order Long,113100.9,0.008866,999.9323048,-1.19,-0.12,12.4,1.24,-2.84,-0.28,-1248.94,-12.49
321,Entry long,2025-10-12 09:31,Long,112782.8,0.008866,999.9323048,-1.19,-0.12,12.4,1.24,-2.84,-0.28,-1248.94,-12.49
322,Exit long,2025-10-12 11:04,Close entry(s) order Long,113019.71,0.008838,999.9920371,-5.12,-0.51,0,0.00,-3.67,-0.37,-1254.06,-12.54
322,Entry long,2025-10-12 10:50,Long,113146.87,0.008838,999.9920371,-5.12,-0.51,0,0.00,-3.67,-0.37,-1254.06,-12.54
323,Exit long,2025-10-12 11:24,Close entry(s) order Long,113080.94,0.008826,999.9707958,-5.91,-0.59,0,0.00,-4.03,-0.40,-1259.98,-12.60
323,Entry long,2025-10-12 11:07,Long,113298.3,0.008826,999.9707958,-5.91,-0.59,0,0.00,-4.03,-0.40,-1259.98,-12.60
324,Exit long,2025-10-12 11:57,Close entry(s) order Long,113295.11,0.008834,999.9677219,-3.12,-0.31,1.8,0.18,-2,-0.20,-1263.1,-12.63
324,Entry long,2025-10-12 11:30,Long,113195.35,0.008834,999.9677219,-3.12,-0.31,1.8,0.18,-2,-0.20,-1263.1,-12.63
325,Exit long,2025-10-12 12:30,Close entry(s) order Long,113521.78,0.008808,999.9097913,-4.01,-0.40,0.12,0.01,-2.57,-0.26,-1267.11,-12.67
325,Entry long,2025-10-12 12:02,Long,113522.91,0.008808,999.9097913,-4.01,-0.40,0.12,0.01,-2.57,-0.26,-1267.11,-12.67
326,Exit long,2025-10-12 13:20,Close entry(s) order Long,113139.35,0.008819,999.9941707,-6.21,-0.62,0,0.00,-4.22,-0.42,-1273.32,-12.73
326,Entry long,2025-10-12 13:13,Long,113390.88,0.008819,999.9941707,-6.21,-0.62,0,0.00,-4.22,-0.42,-1273.32,-12.73
327,Exit long,2025-10-12 13:46,Close entry(s) order Long,112936.59,0.008833,999.9118527,-6.34,-0.63,0,0.00,-5.03,-0.50,-1279.66,-12.80
327,Entry long,2025-10-12 13:43,Long,113201.84,0.008833,999.9118527,-6.34,-0.63,0,0.00,-5.03,-0.50,-1279.66,-12.80
328,Exit long,2025-10-12 14:32,Close entry(s) order Long,112652.93,0.008865,999.9483304,-5.28,-0.53,0,0.00,-3.28,-0.33,-1284.94,-12.85
328,Entry long,2025-10-12 14:24,Long,112797.33,0.008865,999.9483304,-5.28,-0.53,0,0.00,-3.28,-0.33,-1284.94,-12.85
329,Exit long,2025-10-12 15:35,Close entry(s) order Long,114081.63,0.008832,999.9019853,3.65,0.36,16.45,1.64,-3.16,-0.32,-1281.28,-12.81
329,Entry long,2025-10-12 14:47,Long,113213.54,0.008832,999.9019853,3.65,0.36,16.45,1.64,-3.16,-0.32,-1281.28,-12.81
330,Exit long,2025-10-12 16:29,Close entry(s) order Long,115187.53,0.008724,999.9359815,0.95,0.09,9.11,0.91,-2.03,-0.20,-1280.33,-12.80
330,Entry long,2025-10-12 15:49,Long,114618.98,0.008724,999.9359815,0.95,0.09,9.11,0.91,-2.03,-0.20,-1280.33,-12.80
331,Exit long,2025-10-12 17:37,Close entry(s) order Long,115790.31,0.008639,999.9283118,-3.62,-0.36,1.39,0.14,-4.69,-0.47,-1283.95,-12.84
331,Entry long,2025-10-12 16:44,Long,115745.84,0.008639,999.9283118,-3.62,-0.36,1.39,0.14,-4.69,-0.47,-1283.95,-12.84
332,Exit long,2025-10-12 17:49,Close entry(s) order Long,115763.36,0.008619,999.9639686,-6.2,-0.62,0,0.00,-4.2,-0.42,-1290.14,-12.90
332,Entry long,2025-10-12 17:41,Long,116018.56,0.008619,999.9639686,-6.2,-0.62,0,0.00,-4.2,-0.42,-1290.14,-12.90
333,Exit long,2025-10-12 18:23,Close entry(s) order Long,115598.34,0.008637,999.9450475,-5.52,-0.55,0,0.00,-4.58,-0.46,-1295.66,-12.96
333,Entry long,2025-10-12 18:10,Long,115774.58,0.008637,999.9450475,-5.52,-0.55,0,0.00,-4.58,-0.46,-1295.66,-12.96
334,Exit long,2025-10-12 19:40,Close entry(s) order Long,115609.08,0.008666,999.9571743,-2.09,-0.21,2.58,0.26,-2.15,-0.21,-1297.76,-12.98
334,Entry long,2025-10-12 18:59,Long,115388.55,0.008666,999.9571743,-2.09,-0.21,2.58,0.26,-2.15,-0.21,-1297.76,-12.98
335,Exit long,2025-10-12 20:13,Close entry(s) order Long,115739.24,0.00864,999.8848224,-3.9,-0.39,1.42,0.14,-2.67,-0.27,-1301.65,-13.02
335,Entry long,2025-10-12 19:51,Long,115727.41,0.00864,999.8848224,-3.9,-0.39,1.42,0.14,-2.67,-0.27,-1301.65,-13.02
336,Exit long,2025-10-12 20:45,Close entry(s) order Long,115991.56,0.008629,999.9415498,-3.05,-0.30,4.03,0.40,-2,-0.20,-1304.71,-13.05
336,Entry long,2025-10-12 20:19,Long,115881.51,0.008629,999.9415498,-3.05,-0.30,4.03,0.40,-2,-0.20,-1304.71,-13.05
337,Exit long,2025-10-12 21:21,Close entry(s) order Long,115517.44,0.008649,999.9630435,-4.85,-0.48,0,0.00,-3.13,-0.31,-1309.56,-13.10
337,Entry long,2025-10-12 21:18,Long,115616.03,0.008649,999.9630435,-4.85,-0.48,0,0.00,-3.13,-0.31,-1309.56,-13.10
338,Exit long,2025-10-12 23:00,Close entry(s) order Long,115511.57,0.00869,999.9507397,-0.16,-0.02,5.67,0.57,-2,-0.20,-1309.72,-13.10
338,Entry long,2025-10-12 21:58,Long,115069.13,0.00869,999.9507397,-0.16,-0.02,5.67,0.57,-2,-0.20,-1309.72,-13.10
339,Exit long,2025-10-12 23:39,Close entry(s) order Long,115272.24,0.008649,999.9586325,-6.96,-0.69,0,0.00,-4.97,-0.50,-1316.68,-13.17
339,Entry long,2025-10-12 23:25,Long,115615.52,0.008649,999.9586325,-6.96,-0.69,0,0.00,-4.97,-0.50,-1316.68,-13.17
340,Exit long,2025-10-13 00:32,Close entry(s) order Long,115400.88,0.008657,999.9544008,-4.93,-0.49,3.86,0.39,-3.23,-0.32,-1321.61,-13.22
340,Entry long,2025-10-13 00:14,Long,115508.19,0.008657,999.9544008,-4.93,-0.49,3.86,0.39,-3.23,-0.32,-1321.61,-13.22
341,Exit long,2025-10-13 01:05,Close entry(s) order Long,115613.07,0.00864,999.9503136,-5.05,-0.50,0,0.00,-4.64,-0.46,-1326.66,-13.27
341,Entry long,2025-10-13 00:51,Long,115734.99,0.00864,999.9503136,-5.05,-0.50,0,0.00,-4.64,-0.46,-1326.66,-13.27
342,Exit long,2025-10-13 01:09,Close entry(s) order Long,115527.94,0.008648,999.9083958,-4.82,-0.48,0,0.00,-3.31,-0.33,-1331.48,-13.31
342,Entry long,2025-10-13 01:06,Long,115623.08,0.008648,999.9083958,-4.82,-0.48,0,0.00,-3.31,-0.33,-1331.48,-13.31
343,Exit long,2025-10-13 02:03,Close entry(s) order Long,115720.63,0.008638,999.9861897,-4.39,-0.44,2.59,0.26,-3.07,-0.31,-1335.87,-13.36
343,Entry long,2025-10-13 01:20,Long,115765.94,0.008638,999.9861897,-4.39,-0.44,2.59,0.26,-3.07,-0.31,-1335.87,-13.36
344,Exit long,2025-10-13 02:58,Close entry(s) order Long,115508.58,0.008646,999.8919163,-5.2,-0.52,0,0.00,-3.3,-0.33,-1341.07,-13.41
344,Entry long,2025-10-13 02:48,Long,115647.92,0.008646,999.8919163,-5.2,-0.52,0,0.00,-3.3,-0.33,-1341.07,-13.41
345,Exit long,2025-10-13 03:18,Close entry(s) order Long,115487.58,0.008642,999.9031655,-5.86,-0.58,0,0.00,-3.86,-0.39,-1346.93,-13.47
345,Entry long,2025-10-13 03:04,Long,115702.75,0.008642,999.9031655,-5.86,-0.58,0,0.00,-3.86,-0.39,-1346.93,-13.47
346,Exit long,2025-10-13 04:13,Close entry(s) order Long,114892.53,0.008681,999.9988536,-6.61,-0.66,0,0.00,-4.62,-0.46,-1353.54,-13.54
346,Entry long,2025-10-13 04:04,Long,115193.97,0.008681,999.9988536,-6.61,-0.66,0,0.00,-4.62,-0.46,-1353.54,-13.54
347,Exit long,2025-10-13 04:37,Close entry(s) order Long,114879.47,0.008696,999.9635622,-4.97,-0.50,0,0.00,-3.55,-0.35,-1358.51,-13.59
347,Entry long,2025-10-13 04:34,Long,114991.21,0.008696,999.9635622,-4.97,-0.50,0,0.00,-3.55,-0.35,-1358.51,-13.59
348,Exit long,2025-10-13 04:43,Close entry(s) order Long,114815.82,0.008687,999.9522305,-6.54,-0.65,0,0.00,-4.55,-0.45,-1365.05,-13.65
348,Entry long,2025-10-13 04:40,Long,115109.04,0.008687,999.9522305,-6.54,-0.65,0,0.00,-4.55,-0.45,-1365.05,-13.65
349,Exit long,2025-10-13 05:23,Close entry(s) order Long,114768.43,0.008702,999.9122731,-5.19,-0.52,0,0.00,-3.42,-0.34,-1370.25,-13.70
349,Entry long,2025-10-13 05:09,Long,114906.03,0.008702,999.9122731,-5.19,-0.52,0,0.00,-3.42,-0.34,-1370.25,-13.70
350,Exit long,2025-10-13 05:34,Close entry(s) order Long,114765.93,0.008703,999.902291,-5.09,-0.51,0,0.00,-3.28,-0.33,-1375.34,-13.75
350,Entry long,2025-10-13 05:28,Long,114891.68,0.008703,999.902291,-5.09,-0.51,0,0.00,-3.28,-0.33,-1375.34,-13.75
351,Exit long,2025-10-13 06:48,Close entry(s) order Long,115109.01,0.008701,999.9822633,-2.42,-0.24,3.18,0.32,-2.35,-0.23,-1377.76,-13.78
351,Entry long,2025-10-13 06:08,Long,114927.28,0.008701,999.9822633,-2.42,-0.24,3.18,0.32,-2.35,-0.23,-1377.76,-13.78
352,Exit long,2025-10-13 07:46,Close entry(s) order Long,115378.71,0.008665,999.9627492,-4.21,-0.42,0.91,0.09,-3.76,-0.37,-1381.97,-13.82
352,Entry long,2025-10-13 06:53,Long,115402.51,0.008665,999.9627492,-4.21,-0.42,0.91,0.09,-3.76,-0.37,-1381.97,-13.82
353,Exit long,2025-10-13 08:47,Close entry(s) order Long,115352.52,0.00866,999.932096,-4.98,-0.50,0,0.00,-3.42,-0.34,-1386.94,-13.87
353,Entry long,2025-10-13 08:40,Long,115465.6,0.00866,999.932096,-4.98,-0.50,0,0.00,-3.42,-0.34,-1386.94,-13.87
354,Exit long,2025-10-13 09:02,Close entry(s) order Long,115379.22,0.008659,999.9077231,-4.84,-0.48,0,0.00,-3.35,-0.33,-1391.78,-13.92
354,Entry long,2025-10-13 08:51,Long,115476.12,0.008659,999.9077231,-4.84,-0.48,0,0.00,-3.35,-0.33,-1391.78,-13.92
355,Exit long,2025-10-13 10:02,Close entry(s) order Long,115195.8,0.008676,999.973723,-4.53,-0.45,0,0.00,-3.34,-0.33,-1396.31,-13.96
355,Entry long,2025-10-13 09:37,Long,115257.46,0.008676,999.973723,-4.53,-0.45,0,0.00,-3.34,-0.33,-1396.31,-13.96
356,Exit long,2025-10-13 12:02,Close entry(s) order Long,114116.62,0.008731,999.9971398,-7.64,-0.76,0,0.00,-5.64,-0.56,-1403.95,-14.04
356,Entry long,2025-10-13 11:54,Long,114534.09,0.008731,999.9971398,-7.64,-0.76,0,0.00,-5.64,-0.56,-1403.95,-14.04
357,Exit long,2025-10-13 12:59,Close entry(s) order Long,114592.21,0.00873,999.9971433,-3.61,-0.36,1.4,0.14,-3.74,-0.37,-1407.56,-14.08
357,Entry long,2025-10-13 12:10,Long,114547.21,0.00873,999.9971433,-3.61,-0.36,1.4,0.14,-3.74,-0.37,-1407.56,-14.08
358,Exit long,2025-10-13 13:14,Close entry(s) order Long,114560.85,0.00872,999.9718424,-5,-0.50,0,0.00,-3.85,-0.38,-1412.56,-14.13
358,Entry long,2025-10-13 13:01,Long,114675.67,0.00872,999.9718424,-5,-0.50,0,0.00,-3.85,-0.38,-1412.56,-14.13
359,Exit long,2025-10-13 14:13,Close entry(s) order Long,115118.31,0.008667,999.9336308,-6.2,-0.62,0.59,0.06,-8.11,-0.81,-1418.76,-14.19
359,Entry long,2025-10-13 13:31,Long,115372.52,0.008667,999.9336308,-6.2,-0.62,0.59,0.06,-8.11,-0.81,-1418.76,-14.19
360,Exit long,2025-10-13 15:29,Close entry(s) order Long,114436.47,0.008723,999.9027481,-5.67,-0.57,0,0.00,-4.2,-0.42,-1424.43,-14.24
360,Entry long,2025-10-13 15:11,Long,114628.31,0.008723,999.9027481,-5.67,-0.57,0,0.00,-4.2,-0.42,-1424.43,-14.24
361,Exit long,2025-10-13 15:39,Close entry(s) order Long,114376.58,0.008723,999.9447058,-6.23,-0.62,0,0.00,-4.24,-0.42,-1430.66,-14.31
361,Entry long,2025-10-13 15:31,Long,114633.12,0.008723,999.9447058,-6.23,-0.62,0,0.00,-4.24,-0.42,-1430.66,-14.31
362,Exit long,2025-10-13 16:23,Close entry(s) order Long,114661.34,0.00873,999.9823896,-2.99,-0.30,4.89,0.49,-2.93,-0.29,-1433.65,-14.34
362,Entry long,2025-10-13 15:48,Long,114545.52,0.00873,999.9823896,-2.99,-0.30,4.89,0.49,-2.93,-0.29,-1433.65,-14.34
363,Exit long,2025-10-13 17:13,Close entry(s) order Long,114699.16,0.008712,999.9002851,-4.64,-0.46,1.29,0.13,-3.25,-0.32,-1438.29,-14.38
363,Entry long,2025-10-13 16:52,Long,114772.76,0.008712,999.9002851,-4.64,-0.46,1.29,0.13,-3.25,-0.32,-1438.29,-14.38
364,Exit long,2025-10-13 17:41,Close entry(s) order Long,114624.89,0.008714,999.8854029,-5.04,-0.50,0,0.00,-3.33,-0.33,-1443.33,-14.43
364,Entry long,2025-10-13 17:39,Long,114744.71,0.008714,999.8854029,-5.04,-0.50,0,0.00,-3.33,-0.33,-1443.33,-14.43
365,Exit long,2025-10-13 18:55,Close entry(s) order Long,115279.4,0.00868,999.891298,-3.27,-0.33,0.93,0.09,-4.64,-0.46,-1446.6,-14.47
365,Entry long,2025-10-13 17:59,Long,115194.85,0.00868,999.891298,-3.27,-0.33,0.93,0.09,-4.64,-0.46,-1446.6,-14.47
366,Exit long,2025-10-13 20:12,Close entry(s) order Long,115803.51,0.008672,999.9658918,0.27,0.03,4.34,0.43,-2.77,-0.28,-1446.33,-14.46
366,Entry long,2025-10-13 18:59,Long,115309.72,0.008672,999.9658918,0.27,0.03,4.34,0.43,-2.77,-0.28,-1446.33,-14.46
367,Exit long,2025-10-13 21:36,Close entry(s) order Long,115797.03,0.008636,999.8939565,-3.87,-0.39,0,0.00,-3.32,-0.33,-1450.2,-14.50
367,Entry long,2025-10-13 20:49,Long,115782.07,0.008636,999.8939565,-3.87,-0.39,0,0.00,-3.32,-0.33,-1450.2,-14.50
368,Exit long,2025-10-13 21:40,Close entry(s) order Long,115800.53,0.008634,999.9543943,-4.13,-0.41,0,0.00,-2.18,-0.22,-1454.33,-14.54
368,Entry long,2025-10-13 21:39,Long,115815.89,0.008634,999.9543943,-4.13,-0.41,0,0.00,-2.18,-0.22,-1454.33,-14.54
369,Exit long,2025-10-13 22:25,Close entry(s) order Long,115863.82,0.008632,999.896352,-3.76,-0.38,0,0.00,-2.09,-0.21,-1458.09,-14.58
369,Entry long,2025-10-13 21:54,Long,115836,0.008632,999.896352,-3.76,-0.38,0,0.00,-2.09,-0.21,-1458.09,-14.58
370,Exit long,2025-10-14 00:42,Close entry(s) order Long,115282.4,0.008664,999.9550402,-5.15,-0.51,0,0.00,-3.21,-0.32,-1463.23,-14.63
370,Entry long,2025-10-14 00:15,Long,115414.94,0.008664,999.9550402,-5.15,-0.51,0,0.00,-3.21,-0.32,-1463.23,-14.63
371,Exit long,2025-10-14 04:03,Close entry(s) order Long,113536.2,0.008798,999.9680109,-5.07,-0.51,0,0.00,-3.08,-0.31,-1468.31,-14.68
371,Entry long,2025-10-14 03:38,Long,113658.56,0.008798,999.9680109,-5.07,-0.51,0,0.00,-3.08,-0.31,-1468.31,-14.68
372,Exit long,2025-10-14 04:29,Close entry(s) order Long,113597.16,0.0088,999.986856,-4.33,-0.43,0,0.00,-2.8,-0.28,-1472.64,-14.73
372,Entry long,2025-10-14 04:26,Long,113634.87,0.0088,999.986856,-4.33,-0.43,0,0.00,-2.8,-0.28,-1472.64,-14.73
373,Exit long,2025-10-14 05:28,Close entry(s) order Long,113179.8,0.008809,999.8931172,-6.89,-0.69,0.74,0.07,-4.95,-0.49,-1479.52,-14.80
373,Entry long,2025-10-14 05:07,Long,113508.13,0.008809,999.8931172,-6.89,-0.69,0.74,0.07,-4.95,-0.49,-1479.52,-14.80
374,Exit long,2025-10-14 07:37,Close entry(s) order Long,111683.12,0.008917,999.97387,-8.09,-0.81,0,0.00,-6.12,-0.61,-1487.61,-14.88
374,Entry long,2025-10-14 07:16,Long,112142.41,0.008917,999.97387,-8.09,-0.81,0,0.00,-6.12,-0.61,-1487.61,-14.88
375,Exit long,2025-10-14 08:50,Close entry(s) order Long,111943.98,0.008938,999.9326722,-3.38,-0.34,1.57,0.16,-3.11,-0.31,-1490.99,-14.91
375,Entry long,2025-10-14 08:10,Long,111874.32,0.008938,999.9326722,-3.38,-0.34,1.57,0.16,-3.11,-0.31,-1490.99,-14.91
376,Exit long,2025-10-14 09:15,Close entry(s) order Long,111852.63,0.008921,999.9199197,-6.08,-0.61,0,0.00,-4.21,-0.42,-1497.07,-14.97
376,Entry long,2025-10-14 09:03,Long,112086.08,0.008921,999.9199197,-6.08,-0.61,0,0.00,-4.21,-0.42,-1497.07,-14.97
377,Exit long,2025-10-14 09:35,Close entry(s) order Long,111885.7,0.00892,999.8930196,-5.87,-0.59,0,0.00,-4.38,-0.44,-1502.94,-15.03
377,Entry long,2025-10-14 09:31,Long,112095.63,0.00892,999.8930196,-5.87,-0.59,0,0.00,-4.38,-0.44,-1502.94,-15.03
378,Exit long,2025-10-14 11:47,Close entry(s) order Long,111602.67,0.009027,999.9524748,3.47,0.35,7.64,0.76,-2.49,-0.25,-1499.47,-14.99
378,Entry long,2025-10-14 10:53,Long,110773.51,0.009027,999.9524748,3.47,0.35,7.64,0.76,-2.49,-0.25,-1499.47,-14.99
379,Exit long,2025-10-14 11:56,Close entry(s) order Long,111553.76,0.008951,999.9134352,-5.39,-0.54,0,0.00,-3.9,-0.39,-1504.86,-15.05
379,Entry long,2025-10-14 11:48,Long,111709.69,0.008951,999.9134352,-5.39,-0.54,0,0.00,-3.9,-0.39,-1504.86,-15.05
380,Exit long,2025-10-14 13:35,Close entry(s) order Long,110694.28,0.009004,999.9882018,-7.29,-0.73,0,0.00,-5.77,-0.58,-1512.15,-15.12
380,Entry long,2025-10-14 13:32,Long,111060.44,0.009004,999.9882018,-7.29,-0.73,0,0.00,-5.77,-0.58,-1512.15,-15.12
381,Exit long,2025-10-14 14:36,Close entry(s) order Long,111729.65,0.00898,999.9870274,-0.66,-0.07,6.91,0.69,-5.99,-0.60,-1512.81,-15.13
381,Entry long,2025-10-14 13:46,Long,111357.13,0.00898,999.9870274,-0.66,-0.07,6.91,0.69,-5.99,-0.60,-1512.81,-15.13
382,Exit long,2025-10-14 14:54,Close entry(s) order Long,111811.17,0.008922,999.9156629,-6.33,-0.63,0.35,0.03,-5.47,-0.55,-1519.14,-15.19
382,Entry long,2025-10-14 14:42,Long,112073.04,0.008922,999.9156629,-6.33,-0.63,0.35,0.03,-5.47,-0.55,-1519.14,-15.19
383,Exit long,2025-10-14 16:34,Close entry(s) order Long,112489.85,0.008957,999.9295636,3.63,0.36,13.26,1.32,-2.97,-0.30,-1515.52,-15.16
383,Entry long,2025-10-14 15:28,Long,111636.66,0.008957,999.9295636,3.63,0.36,13.26,1.32,-2.97,-0.30,-1515.52,-15.16
384,Exit long,2025-10-14 16:57,Close entry(s) order Long,112472.92,0.008855,999.9494582,-7.99,-0.80,0,0.00,-6.26,-0.62,-1523.51,-15.24
384,Entry long,2025-10-14 16:45,Long,112924.84,0.008855,999.9494582,-7.99,-0.80,0,0.00,-6.26,-0.62,-1523.51,-15.24
385,Exit long,2025-10-14 17:35,Close entry(s) order Long,112594.32,0.008872,999.9702176,-5.03,-0.50,0.86,0.09,-4.01,-0.40,-1528.54,-15.29
385,Entry long,2025-10-14 17:11,Long,112710.8,0.008872,999.9702176,-5.03,-0.50,0.86,0.09,-4.01,-0.40,-1528.54,-15.29
386,Exit long,2025-10-14 18:39,Close entry(s) order Long,113222.9,0.008853,999.9971662,-1.64,-0.16,3.69,0.37,-3.41,-0.34,-1530.18,-15.30
386,Entry long,2025-10-14 17:47,Long,112955.74,0.008853,999.9971662,-1.64,-0.16,3.69,0.37,-3.41,-0.34,-1530.18,-15.30
387,Exit long,2025-10-14 19:37,Close entry(s) order Long,112816.15,0.008826,999.9772388,-8.25,-0.82,0.99,0.10,-6.67,-0.67,-1538.43,-15.38
387,Entry long,2025-10-14 19:07,Long,113299.03,0.008826,999.9772388,-8.25,-0.82,0.99,0.10,-6.67,-0.67,-1538.43,-15.38
388,Exit long,2025-10-14 21:06,Close entry(s) order Long,112991.61,0.008856,999.9321113,-3.28,-0.33,0.34,0.03,-2.39,-0.24,-1541.71,-15.42
388,Entry long,2025-10-14 20:19,Long,112910.13,0.008856,999.9321113,-3.28,-0.33,0.34,0.03,-2.39,-0.24,-1541.71,-15.42
389,Exit long,2025-10-14 22:25,Close entry(s) order Long,113337.7,0.008844,999.8891087,-1.53,-0.15,3.27,0.33,-2.88,-0.29,-1543.25,-15.43
389,Entry long,2025-10-14 21:25,Long,113058.47,0.008844,999.8891087,-1.53,-0.15,3.27,0.33,-2.88,-0.29,-1543.25,-15.43
390,Exit long,2025-10-14 23:41,Close entry(s) order Long,113446.28,0.008823,999.8927675,-2.96,-0.30,0.58,0.06,-2.8,-0.28,-1546.21,-15.46
390,Entry long,2025-10-14 22:56,Long,113327.98,0.008823,999.8927675,-2.96,-0.30,0.58,0.06,-2.8,-0.28,-1546.21,-15.46
391,Exit long,2025-10-15 01:02,Close entry(s) order Long,112779.92,0.008844,999.8916734,-6.46,-0.64,0,0.00,-4.47,-0.45,-1552.67,-15.53
391,Entry long,2025-10-15 00:42,Long,113058.76,0.008844,999.8916734,-6.46,-0.64,0,0.00,-4.47,-0.45,-1552.67,-15.53
392,Exit long,2025-10-15 01:29,Close entry(s) order Long,112624.34,0.00885,999.8913195,-7.16,-0.71,0,0.00,-5.17,-0.52,-1559.83,-15.60
392,Entry long,2025-10-15 01:20,Long,112982.07,0.00885,999.8913195,-7.16,-0.71,0,0.00,-5.17,-0.52,-1559.83,-15.60
393,Exit long,2025-10-15 02:43,Close entry(s) order Long,113142.97,0.008862,999.8933452,-1.23,-0.12,5.84,0.58,-2.61,-0.26,-1561.05,-15.61
